,Title,Text,Verified
0,An overall good premium experience,"SUMMERY: As a first time iPhone user, I would say one should definitely buy iPhone ONLY for premium built & premium hardware (will talk later) while the whole iOS experience is pretty overrated. iPhones isn't any exceptionally fast with normal apps like YouTube, Insta etc, Android phones are equally snappy with them in 2022.PROS:1. Impressive hardware, the heptics, the autobrightness & otherwise highly ignored things in Android are way too perfectly executed in iPhone and it DOES make a big difference in user experience!!2. The screen is AMAZING.. it doesn't have 90 or 120 hz refresh rate but it FEELS better than my Nord with 90 hz!!3. A14 bionic promises years of performance ahead.4. Battery life is somewhere in between good & great.5.6. The dimensions of phone, it's smaller than usual android phones and feels much more handy along with less weight.7. Overall build quality is great.8. Best audio output out there.9. Long term support.CONS:1. SLOW CHARGING. 20 W only, you'll be jealous of 1/3rd price phones with 60 W charging. Yes that much high charging will effect health of battery but 20 W is way way too less, if Apple is such a legendary company they should have created a battery that can withstand decently fast charging while instead they just use slow charging to keep their battery's health.2. Overy exhagerated software experience, reality is that Android is more user friendly with better gesture & commonsense options & settings & steps to do simple things. iOS looks pretty yes but UX engineers at Apple have really done a crappy job.. there's still no notification grouping in correct manner (its executed poorly), no proper homescreen customisation & just so so so many ""commonsense"" things are missing from iOS I can rant all day about it. Everything you can do in Android with a single click or swipe takes 2 swipes and then a click to do in iOS its SOOOOO ANNOYING. Like you want to clear a notification? Swipe and then click on clear. You want to open a notification? Swipe FIRST and then click open.. like wth????????3. DON'T believe Apple fanboys who scream about speed, Android phones are equally snappy in performance today. There are split second app loading times in iOS also, just like in Android. And yeah iOS DOES HAVE occasional bugs too, apps taking too much time sometimes etc etc.4. FaceID is nice but an in-fingerprint reader seems the best ID to me atleast, that's missing.5. Ridiculously expensive accessories6. Battery life is above good but not great.In the end I would say iPhone, overall, does provide a better experience (mostly cuz of hardware only) but it's expensive. Do know that you're NOT buying a value-for-money phone at all, so buy it only if you can afford it without much difficulty.
Read more",Verified Purchase
1,First step into the ecosystem!,"I have been a smartphone user since 2015, used both windows and android, finally into iOS too. Bought it on Sep 26, 2022.Btw, on the left side on the body, near the screen, the paint had been chipped off (microscopic level). Had complained to the Amazon customer service, but of no avail. 6 months later...........1.  The Externals:  Build Quality: Apart from the earlier niggle, a well put together phone. The familiar glass sandwich design. It is pretty light to hold and because of the squared design, feels really comfortable to hold. I'm not a fan of big phones, so this size is a perfect sweet spot. The buttons also feel really tactile, no wobbles whatsoever. The alert slider is really a blessing! a real convenient thing to have. I guess every manufacturer apart from Oneplus has to implement this.  And then, the IP68. I haven't got a chance to take underwater photos, so yeah, It's a safe thing!  Screen: It is a beautiful display to watch on. Supports HDR and Dolby vision as well. Inky blacks and punchy colors: a treat for movie lovers!. ( Btw, I dont like to watch movies on phones)  Speakers: Dual front firing speakers. Loud, clear. No distortion even at high volumes. Doesn't have much of a bass but a really enjoyable one. Calls are crystal clear if there isn't any signal interference.  Cameras: It takes good quality photos with the rear as well as front cameras. In daylight, the photos look rich and crisp, details are really spot on, the colors look really natural, skin tones produced are natural. Night time photos too look really good. Night mode does make a difference. Considering it's a flagship from 2020, these things are really expected and it does deliver. I really don't have anything to comment about the video, It's splendid!.... just that.2. The Internals.  Battery life: Still at 100% health(not a real thing to worry about, but just saying). On iOS 15, it used to be stellar, I usually get about 5.30 hrs at 50% battery and still there'll be about another 50% to spare. But on iOS 16, I only get about half the battery I used to get on iOS 15. (About 5-6 hours at 100% usage). I really hope this would change in the future with the upcoming updates, but at present, I'm not happy about it.  iOS & Performance : The A14 bionic is a beast. Apps open up in a jiffy. Not much of a gamer, but the games do play without a hint of lag. iOS is a fresh experience for me. But then there are many ""must have"" things that I miss here that I used in Android, like call recording(it's a must have feature, you never know when it'll be a life saver!), The performance and the overall fluidity of the system took a hit when I updated to iOS 16, but slowly, it's getting better over time with updates, (now on iOS 16.4) But, much more refinements to be done, a lot of bugs to be fixed!Some general things : 5G is working fine. Getting good speeds just like the carriers advertised, signal reception is good. Heats up a bit (Culprit- iOS 16, haven't noticed on iOS 15)
Read more",Verified Purchase
2,Good Phone,"Good & value for money
Read more",Verified Purchase
3,Worth the price,"I migrated to iOS after using Android for more than 8 years. I am a standard mobile user, I do not play games on my phone and neither do I keep browsing social media for ages. The only things that I use my phone are for calling, whatsapp, taking notes, some light photography and watching videos. The most heavily used activity on my phone is watching videos on youtube.With all these activities being done, my weekly average screen on time is 2-3 hours. I am satisfied with the battery life. It has been around 3 months of usage and the battery capacity is still 100%.  With heavy usage, the phone lasts 6 hours give or take a few minutes, and with medium usage this goes way higher.The standby time is excellent on this device. I have had instances where I used my phone for a total of 2-3 hours but a single charge lasted more than 36 hours.All in all, I can confidently say that I am very happy with the security features the phone offers and I am happy with my purchase.
Read more",Verified Purchase
4,Everything is perfect except battery,"I bought it on 9th of October and today on 14 march battery health is 98%Everything is perfect except battery, cant be used whole day without charging.I wish apple may build at least 5000 mah batteriesRegret by only battery performance rest of all are perfect.
Read more",Verified Purchase
5,Best For Gaming 🔥,"Great gaming performance 🙂 tbh i like android more xD😆
Read more",Verified Purchase
6,Fantastic as usual,"The phone is great. Battery could have been better
Read more",Verified Purchase
7,Must buy,"I love the color of this iPhone
Read more",Verified Purchase
8,Phone Quality and Amazon service,"Iphone 12 is awesome phone and the service provided by Amazon. Thankyou Amazon
Read more",Verified Purchase
9,One year ago I made the best decision,"Before purchasing this beast I was very nervous. First time I was going to invest huge sum of money on a gadget.And it proved to be my best decision.I feel better choosing iOS over android.And I don’t think I’m going to shift towards android ever.iPhone is love.You can’t believe me until you use it and feel it.
Read more",Verified Purchase
10,Nice phone,"Except the charging speed & battery each & every thing is on fire...
Read more",Verified Purchase
11,Good product if you get it below 40k... !!! 👍,"Everything is fine. But don't buy this mobile above 40 thousand. Else wait for Big billion day sale or Great Indian festival sale, and buy iPhone 13 instead. 👍
Read more",Verified Purchase
12,Medium,"Battery life is not good. Also many issue face.
Read more",Verified Purchase
13,Best price Online,"Online price is best price, No need to comment on I-Phone
Read more",Verified Purchase
14,It's a brand,"Camera superb
Read more",Verified Purchase
15,Good,"Good
Read more",Verified Purchase
16,Happy with the phone's performance,"The media could not be loaded.
                



 Phone battery life is worth for money . And the canera quality is awesome
Read more",Verified Purchase
17,It’s good but,"I like it, my first iPhone experience but I regret purchasing it.I purchased it for ₹50k and what I got! A bad battery life, almost all android features look alike.Will I ever buy iPhone again? Hell no. Save hard earned money and buy a mid range android phone.
Read more",Verified Purchase
18,Magic,"Got this on diwali sale for 43k only and it was totally worth it , it is apple they do magic .
Read more",Verified Purchase
19,Nice,"Good
Read more",Verified Purchase
20,overall good only battery need to charge everyday,"battery life is not so good need to charge every day
Read more",Verified Purchase
21,Must Buy 11,"Must buy 11
Read more",Verified Purchase
22,iPhone is the standard against which all smartphones are compared,"I purchased this phone for my wife. Last year I purchased iPhone X for my son who is currently in the UK. I own an iPad and iMac 27"". I am not going to buy an iPhone for myself - at least not yet. One of the main things that I don't like about Android phones is the crap (bloatware) that each maker puts in. Moto and Google Pixel come with pure stock Android. So those can be left out. So I wanted a good phone for my wife so that she could FaceTime with my son in the UK anytime.What is there to say? So many have written about it. Since everyone writes all the positives, I will write some negatives. While there aren't too many, no product can be perfect:1. Brings in all the junk from the old phone. If one is switching from Android to iPhone, the ""Move to iOS"" app on Android can help. However be sure to clean up your Android phone first else all junk (especially ""Good Morning"", ""Good day"" picture crap from WhatsApp photos). Be sure to clean the SMS inbox also, especially all those blocked and spam messages which may be hidden from the main view and we never know that exist.2. WhatsApp cannot be synced. Yes, there are 3rd party apps but they are full of ad-crap and I can't trust them for security.3. Difficulty in validating iMessage and FaceTime. I could not activate iMessage and FaceTime with my mobile number. I simply could not figure this out. This is the case with my Vodaphone SIM/Number in India. Only when I added my email to my Apple ID, the two apps started working. Even now, the mobile number is not verified.4. I wish Apple provides dual SIM. Now dual SIM is almost a necessity. But as my wife does not use two SIMs, for her, it is fine.5. Apple is providing USB-C to lightning cable. They should supply USB-A to lightning cable instead. 99% of the chargers have a USB-A output. I had to purchase a USB-A to USB-C mini adapter (₹180) for this, or someone may have to buy a cable of the type (good cables from Apple, Belkin, Anker cost ₹1100 and above). By far, this is my biggest grouse.6. This is not the latest iPhone. The iPhone 13 was ₹73,000 and did not seem VFM. Even at ₹56,000 (₹55,900 to be exact), the iPhone12 may not be money best spent. This is one reason, why I haven't purchased an iPhone for myself all this while (I can afford to buy the latest one every year).
Read more",Verified Purchase
23,Good product,"Good product
Read more",Verified Purchase
24,Best,"iPhone 📱
Read more",Verified Purchase
25,Best 2 Camera iPhone in low range,"Thệ product Quality is osm best low Range phone for iPhone users. Best camera is have this phone the iPhone has very good.
Read more",Verified Purchase
26,I am full have been buying this product,Read more,Verified Purchase
27,Confused? Read on! One stop review for your flagship purchase.,"I went through a lot of reviews and articles before I decided on the iPhone 12. I’ve been an Android user all my life and frankly thought Apple phones were really overpriced(at least here in India). But in the present day, the flagship Android options are no less expensive. If you spend a lot of time on your mobile, using it as your primary camera, social media device, business emails/collaboration and also to stream videos then you definitely need to spend a little more and go with a flagship option for the best experience.Coming to the flagships today (Aug2021),  apart from the iPhone we have Samsung Galaxy S21/+/ultra, Oneplus 9 pro, Vivo x60 pro+, mi 11ultra.  If you read a few reviews you’ll understand that 888Snapdragon has a lot of heating issues  and 9pro cameras didn’t live up to the hype(also overheating when the camera is in use). Samsung in India ships the phone with exynos2100 which is way less powerful than 888. The prices of all these phones are in the same range (except the ultra). Imp note: iOS updates are across iPhone devices unlike the android updates.Apple has really done a lot of things right on the iPhone12:1. They changed its display from lcd to led (huge value jump)2. A14 Bionic chip is a really fast and smooth without any lag3. Huge improvement on the primary cameras. Still the best video recording phone in the market and the photos are top quality4. The change is the body design is really comfortable in the hand5. The haptics are spot onWhat’s Missing: (Minor misses though)1. The Notch. Really wish they get rid of the notch but looks like it wont be out until 2023. Anyway you’ll get used to it.2. USB type C charging. The iPad Pro 2020 model onwards already comes with the TypeC usb charging. I guess the iPhone 13 would get this change3. Fingerprint Sensor: Yes. Apple had done away with it couple of years back but with the pandemic still on, you sometimes wish there was a fingerprint sensorWait for the iPhone 13 or go with the 12:It took a while for 12’s prices to fall.  If you’re willing to wait till Feb-March 2022 for a good deal then wait for the 13. If you want to change it now, go with the 12.64GB or 128GB:The difference is around ₹6000.  64GB if you don’t play too many games and keep dumping the media files every once in while to your pc/storage . Else, the 128😊Battery:I was indeed very surprised with the battery life. Charging time is a little slower compared to  it’s competition but the back up is impressive. It easily lasts a day.Android Flagship Option:The truth is, right now is not a good time to purchase an android flagship. If you really want to buy an android flagship, do wait for a while. 895 snapdragon phones are expected to be out by end of the year or early 2022.Hope this review helped :)Update:13 gets a better cam sensor, a15 bionic, 10% bigger battery and a slightly smaller notch. That’s it. No more differences. Everything else remains the same.iPhone 13 launched at 80k which is lesser than 12’s launch price(86k).  If you want to save on some cash , 12 will still  do the job (12 is currently around 55k-62k).  However if you can spend that extra 20k, then 13 should be your pick.Planning on taking an Android? Definitely wait until early 2022.
Read more",Verified Purchase
28,Just an Iphone as usual,"Phone with good quality camera, the looks I personally feel nice. Its a decent phone.
Read more",Verified Purchase
29,Loved,"Wait is over
Read more",Verified Purchase
30,Android phones on this price range is better than this phone.,"Camera quality is great for nature and animals. Human portraits are worst. Battery backup is better in 20k android smartphone than this iPhone. Android phones has much more features than an iPhone. Audio quality on this phone is like Nokia lumia series and it’s best.
Read more",Verified Purchase
31,Best phone,"All things are best but if you are hardcore user than you will see battery life issues other wise iphone is very nice 🥰
Read more",Verified Purchase
32,Not nice,"Not nice
Read more",Verified Purchase
33,NICE,"NICE
Read more",Verified Purchase
34,Good quality phone,"Good
Read more",Verified Purchase
35,Expect se kam h,"Itna Acha nhi h
Read more",Verified Purchase
36,Genuinely good product,"I was worried about genuine I phone product online but they are
Read more",Verified Purchase
37,Not Really worth the money,"I have been an android user for the past 8+ years. Recently was using iphone 6 for the past few months, liked it much and wanted to switch to ios. I did not want to regret, so i purchased the best in the market, going with iphone 12. Honestly, I dont feel its worthy. Perfomance wise, its good. A lot other phones like MI, 1+ everything gives us a very nice perfomance too. The A14 chip is just a tag line to sell the phone. Are we really going to process million instructions per second on a mobile phone? Defenitely not.Battery, After charging it to 100% in the morning, I am hardly getting 1 full day with average use. My battery is almost 20% at the end of the day with a screentime of 4-4.3 hours[Update : With low power mode, it makes a 6 hour day, ending with 30%]. Camera quality is amazing in natural light. Yes, as specified it works so nice in night light, but please dont mistake night light as no-light. Front camera is still average. The same things i see in every other mid range android phones. I am still using JIO 4g. Not sure how this would work on 5g (must drain even faster)Face detenction, the color of the phone, Water resistant and all stuffs are nice to have, fancy items.  But not really convinced if this is all we get for 84k?Fast charging - I bought a 20W charger from apple store for Rs.1900. I plug in when the battery is 20-25% and it takes 1.45 hours to reach 100%. If this is all about fast charging you are looking for, well and good. I never tried with magsafe, honestly. But this to me doesnt seem fast charging for 2800~ mah battery.I wont say that this phone is too poor. It gives us all that it promises. Personally I dont recommend investing 85k Indian money into this. Either go for lower versions of other iphones like 11 or you can wait for an year and buy this at cheaper cost.PROS : Camera & PerfomanceCONS : Battery and Cost
Read more",Verified Purchase
38,Good product,"Good product
Read more",Verified Purchase
39,R u really seeing reviews ?,"No need think just buy it bro  Apple iPhone 12 great mobile good camera And it is 5gEasy to useCause it is apple
Read more",Verified Purchase
40,"Perfect handy device, loved using it ❤️","It was my first IOS ever, adapted to it within 2 Days. And i love the performance of it and the camera wow, overall awesome.And coming to batter hardly I last long for 9-10hrs with full charge with gaming and screen on time. And device felt heat even with case during first few minutes of charging.
Read more",Verified Purchase
41,Ok,"Good
Read more",Verified Purchase
